,usuario,Finicio,Ffinal,diferencia_entre_fechas,frecuencia_compra,desviacion_estandar,cantidad_elementos
3516,40806.0,2023-06-26,2023-06-26,[],,,0
3517,40811.0,2023-06-25,2023-06-29,[4],4.0,0.0,1
3518,40814.0,2023-07-12,2023-07-12,[],,,0
3519,40859.0,2023-06-26,2023-06-26,[],,,0
3520,40863.0,2023-06-26,2023-06-26,[],,,0
3521,40866.0,2023-07-04,2023-09-22,[80],80.0,0.0,1
3522,40907.0,2023-06-26,2023-06-26,[],,,0
3523,40930.0,2023-06-26,2023-06-26,[],,,0
3524,40937.0,2023-06-28,2023-07-06,[8],8.0,0.0,1
3525,40940.0,2023-07-10,2023-07-10,[],,,0
3526,40963.0,2023-06-26,2023-07-05,[9],9.0,0.0,1
3527,40972.0,2023-06-27,2023-06-27,[],,,0
3528,40976.0,2023-06-27,2023-06-27,[],,,0
3529,40977.0,2023-07-05,2023-07-05,[],,,0
3530,40993.0,2023-06-28,2023-06-28,[],,,0
3531,40994.0,2023-06-28,2023-06-28,[],,,0
3532,41042.0,2023-06-27,2023-07-08,[11],11.0,0.0,1
3533,41043.0,2023-07-05,2023-07-05,[],,,0
3534,41060.0,2023-06-27,2023-06-27,[],,,0
3535,41066.0,2023-08-03,2023-08-14,[11],11.0,0.0,1
3536,41071.0,2023-07-04,2023-07-04,[],,,0
3537,41084.0,2023-07-17,2023-07-17,[],,,0
3538,41100.0,2023-06-28,2023-06-28,[],,,0
3539,41114.0,2023-06-28,2023-06-28,[],,,0
3540,41131.0,2023-06-27,2023-08-09,"[1, 32, 10]",14.333333333333334,13.021349989749739,3
3541,41140.0,2023-06-27,2023-06-28,[1],1.0,0.0,1
3542,41154.0,2024-07-18,2024-10-05,[79],79.0,0.0,1
3543,41171.0,2023-06-28,2023-08-03,[36],36.0,0.0,1
3544,41180.0,2023-07-12,2023-07-12,[],,,0
3545,41184.0,2023-07-12,2023-07-12,[],,,0
3546,41187.0,2023-07-12,2023-07-12,[],,,0
3547,41206.0,2023-07-06,2023-07-06,[],,,0
3548,41215.0,2023-06-27,2023-06-27,[],,,0
3549,41245.0,2023-06-29,2023-12-14,"[13, 16, 15, 38, 86]",33.6,27.73157045679166,5
3550,41269.0,2023-06-28,2023-07-16,[18],18.0,0.0,1
3551,41277.0,2023-07-10,2023-07-10,[],,,0
3552,41295.0,2023-06-28,2023-07-20,[22],22.0,0.0,1
3553,41307.0,2023-11-11,2023-11-11,[],,,0
3554,41331.0,2023-12-08,2023-12-08,[],,,0
3555,41344.0,2023-06-28,2023-08-17,[50],50.0,0.0,1
3556,41345.0,2023-12-16,2023-12-30,[14],14.0,0.0,1
3557,41354.0,2023-11-29,2024-01-07,[39],39.0,0.0,1
3558,41356.0,2023-07-04,2023-08-15,[42],42.0,0.0,1
3559,41364.0,2023-06-28,2023-06-28,[],,,0
3560,41371.0,2023-06-28,2023-06-28,[],,,0
3561,41377.0,2023-06-28,2023-06-28,[],,,0
3562,41379.0,2023-06-30,2023-06-30,[],,,0
3563,41389.0,2023-07-04,2023-07-04,[],,,0
3564,41444.0,2023-08-24,2023-08-24,[],,,0
3565,41469.0,2023-06-29,2023-06-29,[],,,0
3566,41478.0,2023-06-29,2023-06-29,[],,,0
3567,41482.0,2024-06-09,2024-06-09,[],,,0
3568,41485.0,2023-06-29,2023-06-29,[],,,0
3569,41488.0,2023-07-01,2024-01-02,"[8, 1, 2, 9, 10, 11, 8, 10, 29, 7, 54, 12, 24]",14.23076923076923,13.667219885854037,13
3570,41491.0,2023-07-27,2023-07-27,[],,,0
3571,41500.0,2023-06-30,2023-06-30,[],,,0
3572,41517.0,2023-07-07,2023-07-07,[],,,0
3573,41519.0,2023-08-29,2023-08-29,[],,,0
3574,41522.0,2023-07-06,2024-01-17,"[10, 29, 12, 17, 127]",39.0,44.49269602979797,5
3575,41540.0,2023-07-25,2023-07-25,[],,,0
3576,41546.0,2023-07-11,2023-07-13,[2],2.0,0.0,1
3577,41549.0,2023-07-10,2023-07-10,[],,,0
3578,41553.0,2023-08-03,2023-08-03,[],,,0
3579,41555.0,2023-08-20,2024-03-15,"[9, 63, 35, 1, 1, 54, 10, 26, 9]",23.11111111111111,21.712487162124752,9
3580,41558.0,2023-07-15,2023-07-15,[],,,0
3581,41568.0,2023-07-15,2023-07-15,[],,,0
3582,41574.0,2023-07-13,2023-07-13,[],,,0
3583,41577.0,2023-09-22,2023-09-22,[],,,0
3584,41586.0,2024-07-24,2024-07-24,[],,,0
3585,41590.0,2023-07-07,2023-07-07,[],,,0
3586,41597.0,2024-09-26,2024-09-26,[],,,0
3587,41599.0,2023-06-30,2023-06-30,[],,,0
3588,41615.0,2023-07-06,2023-07-06,[],,,0
3589,41616.0,2023-10-20,2023-10-20,[],,,0
3590,41620.0,2023-07-08,2023-07-08,[],,,0
3591,41632.0,2023-07-04,2023-07-10,[6],6.0,0.0,1
3592,41634.0,2023-09-28,2024-10-18,"[18, 223, 118, 27]",96.5,82.8507694593116,4
3593,41642.0,2023-08-16,2023-08-16,[],,,0
3594,41643.0,2023-07-06,2023-08-15,"[32, 8]",20.0,12.0,2
3595,41650.0,2023-07-06,2023-09-04,"[26, 22, 12]",20.0,5.887840577551898,3
3596,41653.0,2023-07-06,2023-10-13,"[26, 35, 3, 26, 2, 7]",16.5,12.945398152754258,6
3597,41672.0,2023-07-11,2023-07-11,[],,,0
3598,41677.0,2023-07-09,2023-07-09,[],,,0
3599,41712.0,2023-06-30,2023-06-30,[],,,0
3600,41714.0,2023-07-09,2023-11-23,[137],137.0,0.0,1
3601,41726.0,2023-09-14,2023-09-14,[],,,0
3602,41730.0,2023-06-30,2023-07-25,[25],25.0,0.0,1
3603,41733.0,2023-06-30,2023-06-30,[],,,0
3604,41751.0,2023-06-30,2023-06-30,[],,,0
3605,41753.0,2023-07-04,2023-07-04,[],,,0
3606,41754.0,2023-07-05,2023-07-05,[],,,0
3607,41765.0,2023-08-07,2023-08-07,[],,,0
3608,41772.0,2023-06-30,2023-07-12,[12],12.0,0.0,1
3609,41805.0,2023-07-11,2023-08-09,"[1, 10, 18]",9.666666666666666,6.944222218666553,3
3610,41833.0,2023-07-01,2023-07-01,[],,,0
3611,41839.0,2023-07-01,2023-07-02,[1],1.0,0.0,1
3612,41858.0,2023-07-01,2023-07-01,[],,,0
3613,41861.0,2023-11-25,2023-11-25,[],,,0
3614,41865.0,2023-07-01,2023-07-01,[],,,0
3615,41884.0,2023-07-06,2023-07-06,[],,,0
3616,41899.0,2023-07-11,2023-08-13,"[5, 14, 3, 11]",8.25,4.437059837324712,4
3617,41914.0,2024-01-28,2024-01-28,[],,,0
3618,41940.0,2023-07-02,2023-07-02,[],,,0
3619,41992.0,2023-07-20,2023-07-20,[],,,0
3620,42004.0,2023-07-02,2023-07-02,[],,,0
3621,42054.0,2023-07-03,2023-07-03,[],,,0
3622,42069.0,2023-07-03,2023-07-03,[],,,0
3623,42150.0,2023-07-14,2023-07-14,[],,,0
3624,42165.0,2023-07-12,2023-07-12,[],,,0
3625,42173.0,2023-07-04,2024-03-06,"[4, 5, 3, 12, 9, 5, 5, 4, 2, 4, 3, 3, 6, 2, 1, 2, 8, 3, 4, 2, 1, 2, 5, 17, 7, 2, 10, 6, 7, 2, 4, 7, 4, 8, 8, 5, 34, 30]",6.473684210526316,6.835421837001042,38
3626,42175.0,2023-07-09,2023-07-09,[],,,0
3627,42239.0,2023-07-04,2023-07-04,[],,,0
3628,42243.0,2023-07-04,2023-07-04,[],,,0
3629,42250.0,2023-07-10,2023-07-10,[],,,0
3630,42261.0,2023-07-06,2023-07-06,[],,,0
3631,42262.0,2023-07-24,2023-07-24,[],,,0
3632,42264.0,2023-07-04,2023-07-04,[],,,0
3633,42272.0,2023-07-04,2023-07-04,[],,,0
3634,42280.0,2023-07-10,2023-07-10,[],,,0
3635,42290.0,2023-07-12,2023-07-12,[],,,0
3636,42292.0,2023-07-05,2024-04-12,"[5, 31, 20, 38, 184, 4]",47.0,62.51399843235114,6
3637,42310.0,2023-07-05,2023-07-05,[],,,0
3638,42311.0,2023-07-10,2023-07-10,[],,,0
3639,42314.0,2023-07-05,2023-07-05,[],,,0
3640,42317.0,2023-07-30,2023-07-30,[],,,0
3641,42320.0,2023-07-10,2023-07-10,[],,,0
3642,42343.0,2023-07-30,2023-07-30,[],,,0
3643,42347.0,2023-07-05,2023-07-05,[],,,0
3644,42353.0,2023-07-05,2023-07-05,[],,,0
3645,42356.0,2023-07-05,2023-07-05,[],,,0
3646,42358.0,2023-07-05,2023-07-07,[2],2.0,0.0,1
3647,42360.0,2023-07-09,2023-07-09,[],,,0
3648,42367.0,2023-07-05,2023-07-05,[],,,0
3649,42377.0,2023-07-05,2023-09-18,"[71, 4]",37.5,33.5,2
3650,42389.0,2023-07-06,2023-07-06,[],,,0
3651,42392.0,2023-07-06,2023-07-06,[],,,0
3652,42398.0,2023-07-05,2023-07-05,[],,,0
3653,42407.0,2023-07-06,2023-07-06,[],,,0
3654,42411.0,2023-07-06,2023-07-06,[],,,0
3655,42414.0,2023-07-06,2023-08-26,[51],51.0,0.0,1
3656,42421.0,2023-07-06,2023-07-06,[],,,0
3657,42453.0,2023-12-17,2023-12-17,[],,,0
3658,42470.0,2023-07-11,2023-07-11,[],,,0
3659,42514.0,2023-07-08,2023-07-08,[],,,0
3660,42558.0,2023-07-07,2023-07-07,[],,,0
3661,42575.0,2023-07-07,2023-07-07,[],,,0
3662,42610.0,2023-07-07,2023-07-07,[],,,0
3663,42613.0,2023-07-07,2023-11-23,"[55, 28, 56]",46.333333333333336,12.970050972229146,3
3664,42621.0,2023-12-20,2023-12-20,[],,,0
3665,42622.0,2023-07-31,2023-07-31,[],,,0
3666,42665.0,2023-07-08,2023-07-08,[],,,0
3667,42669.0,2023-07-10,2023-07-10,[],,,0
3668,42673.0,2023-07-10,2023-07-10,[],,,0
3669,42680.0,2023-07-08,2023-07-08,[],,,0
3670,42694.0,2023-07-08,2023-07-08,[],,,0
3671,42698.0,2023-08-31,2023-09-12,[12],12.0,0.0,1
3672,42713.0,2023-07-09,2023-07-09,[],,,0
3673,42733.0,2023-09-23,2023-09-23,[],,,0
3674,42735.0,2023-07-09,2023-07-09,[],,,0
3675,42744.0,2023-07-09,2023-07-09,[],,,0
3676,42746.0,2023-08-01,2024-02-14,"[135, 62]",98.5,36.5,2
3677,42754.0,2023-07-17,2023-07-17,[],,,0
3678,42812.0,2023-07-11,2024-01-12,"[6, 12, 167]",61.666666666666664,74.52218163443389,3
3679,42836.0,2023-07-10,2023-07-10,[],,,0
3680,42870.0,2023-07-10,2023-07-10,[],,,0
3681,42882.0,2023-07-10,2023-07-10,[],,,0
3682,42884.0,2023-07-10,2024-06-20,[346],346.0,0.0,1
3683,42887.0,2023-09-14,2023-09-14,[],,,0
3684,42889.0,2023-07-10,2023-07-10,[],,,0
3685,42893.0,2024-01-31,2024-01-31,[],,,0
3686,42898.0,2023-07-10,2023-11-22,"[52, 5, 21, 17, 40]",27.0,16.816658407662327,5
3687,42905.0,2023-07-10,2023-07-10,[],,,0
3688,42911.0,2023-07-10,2023-07-10,[],,,0
3689,42915.0,2024-06-15,2024-06-15,[],,,0
3690,42916.0,2023-08-21,2023-08-21,[],,,0
3691,42924.0,2023-07-10,2023-07-10,[],,,0
3692,42925.0,2023-07-10,2023-07-10,[],,,0
3693,42930.0,2023-07-10,2023-07-12,[2],2.0,0.0,1
3694,42933.0,2023-07-10,2023-07-10,[],,,0
3695,42935.0,2023-12-17,2023-12-17,[],,,0
3696,42940.0,2023-07-10,2023-07-10,[],,,0
3697,42962.0,2023-07-10,2023-07-10,[],,,0
3698,42963.0,2023-07-10,2023-07-10,[],,,0
3699,42967.0,2023-07-11,2023-07-11,[],,,0
3700,42972.0,2023-07-11,2023-07-11,[],,,0
3701,42974.0,2023-07-11,2023-07-11,[],,,0
3702,42983.0,2023-07-11,2023-07-11,[],,,0
3703,42987.0,2023-07-11,2023-07-11,[],,,0
3704,42989.0,2023-07-13,2023-12-27,"[7, 5, 2, 71, 25, 1, 14, 2, 10, 11, 5, 9, 5]",12.846153846153847,17.87067281177634,13
3705,43000.0,2023-07-11,2023-07-11,[],,,0
3706,43003.0,2023-07-11,2023-07-11,[],,,0
3707,43005.0,2023-07-11,2023-07-11,[],,,0
3708,43018.0,2023-07-12,2023-07-29,"[9, 8]",8.5,0.5,2
3709,43025.0,2023-07-11,2023-07-11,[],,,0
3710,43029.0,2023-07-11,2023-07-11,[],,,0
3711,43035.0,2023-07-11,2023-07-11,[],,,0
3712,43037.0,2023-07-11,2023-07-11,[],,,0
3713,43040.0,2023-07-11,2023-07-11,[],,,0
3714,43043.0,2023-07-11,2023-10-18,"[15, 84]",49.5,34.5,2
3715,43044.0,2023-07-11,2023-07-13,[2],2.0,0.0,1
3716,43045.0,2023-07-11,2023-07-11,[],,,0
3717,43047.0,2023-07-11,2023-07-11,[],,,0
3718,43053.0,2023-08-03,2023-11-23,"[30, 4, 14, 11, 18, 34, 1]",16.0,11.476684439082819,7
3719,43056.0,2023-07-11,2023-07-11,[],,,0
3720,43058.0,2023-07-11,2023-07-11,[],,,0
3721,43060.0,2023-07-11,2023-07-13,[2],2.0,0.0,1
3722,43078.0,2024-06-04,2024-06-04,[],,,0
3723,43084.0,2023-07-11,2023-07-11,[],,,0
3724,43098.0,2023-07-12,2023-07-12,[],,,0
3725,43101.0,2023-07-12,2023-07-12,[],,,0
3726,43114.0,2023-07-12,2023-07-12,[],,,0
3727,43115.0,2023-07-12,2023-07-12,[],,,0
3728,43117.0,2023-07-12,2023-07-12,[],,,0
3729,43126.0,2023-07-12,2023-07-12,[],,,0
3730,43127.0,2023-07-28,2023-07-31,[3],3.0,0.0,1
3731,43129.0,2023-07-12,2023-07-12,[],,,0
3732,43131.0,2023-07-12,2023-07-12,[],,,0
3733,43134.0,2023-07-12,2024-10-07,"[111, 8, 4, 31, 154, 145]",75.5,63.11563461879579,6
3734,43146.0,2023-07-12,2023-07-12,[],,,0
3735,43147.0,2023-07-13,2023-07-13,[],,,0
3736,43151.0,2023-07-12,2023-07-12,[],,,0
3737,43159.0,2023-07-12,2023-07-13,[1],1.0,0.0,1
3738,43160.0,2023-07-12,2023-07-12,[],,,0
3739,43165.0,2023-07-12,2023-07-12,[],,,0
3740,43170.0,2023-07-12,2023-11-01,"[2, 41, 1, 17, 9, 26, 16]",16.0,13.071233409940428,7
3741,43172.0,2023-07-12,2023-07-12,[],,,0
3742,43175.0,2023-07-12,2023-07-12,[],,,0
3743,43184.0,2023-07-12,2023-07-12,[],,,0
3744,43189.0,2023-07-12,2023-08-23,[42],42.0,0.0,1
3745,43193.0,2024-01-16,2024-01-16,[],,,0
3746,43196.0,2023-07-12,2023-07-12,[],,,0
3747,43197.0,2023-07-12,2023-07-12,[],,,0
3748,43199.0,2023-07-12,2023-07-12,[],,,0
3749,43214.0,2023-07-12,2023-07-12,[],,,0
3750,43227.0,2023-07-12,2023-07-12,[],,,0
3751,43233.0,2023-11-23,2023-11-23,[],,,0
3752,43241.0,2023-07-13,2023-09-04,"[13, 8, 4, 13, 15]",10.6,4.029888335921977,5
3753,43242.0,2023-07-13,2023-07-13,[],,,0
3754,43253.0,2023-07-27,2023-07-27,[],,,0
3755,43254.0,2023-07-13,2023-08-19,[37],37.0,0.0,1
3756,43268.0,2023-07-13,2024-09-30,"[72, 18, 253, 18, 84]",89.0,86.36202869317047,5
3757,43277.0,2023-07-13,2023-07-21,[8],8.0,0.0,1
3758,43280.0,2023-07-13,2023-07-13,[],,,0
3759,43286.0,2023-07-13,2023-07-13,[],,,0
3760,43287.0,2023-07-13,2023-07-13,[],,,0
3761,43288.0,2023-07-13,2023-07-13,[],,,0
3762,43292.0,2023-07-13,2023-07-13,[],,,0
3763,43299.0,2023-07-13,2023-07-13,[],,,0
3764,43313.0,2023-07-17,2024-09-02,"[30, 53, 95, 235]",103.25,79.55619083390054,4
3765,43321.0,2023-07-13,2023-07-13,[],,,0
3766,43323.0,2023-09-01,2023-12-01,"[20, 71]",45.5,25.5,2
3767,43324.0,2023-07-13,2023-07-13,[],,,0
3768,43326.0,2023-07-13,2023-07-13,[],,,0
3769,43337.0,2023-07-13,2023-07-13,[],,,0
3770,43343.0,2023-07-13,2023-07-13,[],,,0
3771,43344.0,2023-07-13,2023-07-13,[],,,0
3772,43353.0,2023-07-17,2023-07-17,[],,,0
3773,43378.0,2023-07-14,2023-11-10,[119],119.0,0.0,1
3774,43379.0,2023-07-14,2023-07-14,[],,,0
3775,43383.0,2023-07-14,2023-07-14,[],,,0
3776,43400.0,2023-07-14,2023-07-14,[],,,0
3777,43404.0,2023-07-14,2023-07-14,[],,,0
3778,43418.0,2023-07-14,2023-07-14,[],,,0
3779,43446.0,2023-07-14,2023-08-18,[35],35.0,0.0,1
3780,43448.0,2023-07-17,2023-12-20,"[63, 11, 43, 39]",39.0,18.547236990991408,4
3781,43459.0,2023-07-20,2023-07-20,[],,,0
3782,43472.0,2023-07-14,2023-07-14,[],,,0
3783,43477.0,2023-07-14,2023-07-14,[],,,0
3784,43480.0,2023-07-14,2023-07-14,[],,,0
3785,43481.0,2023-07-23,2024-01-20,[181],181.0,0.0,1
3786,43482.0,2024-04-30,2024-06-24,"[16, 39]",27.5,11.5,2
3787,43493.0,2023-07-15,2023-07-15,[],,,0
3788,43494.0,2023-07-15,2024-05-30,"[4, 316]",160.0,156.0,2
3789,43497.0,2023-07-18,2023-07-18,[],,,0
3790,43498.0,2023-07-15,2023-07-15,[],,,0
3791,43527.0,2024-03-08,2024-03-08,[],,,0
3792,43542.0,2023-07-17,2023-07-17,[],,,0
3793,43545.0,2023-07-15,2023-07-15,[],,,0
3794,43554.0,2023-07-15,2023-07-15,[],,,0
3795,43557.0,2023-07-15,2023-07-15,[],,,0
3796,43558.0,2023-07-20,2023-07-20,[],,,0
3797,43567.0,2023-07-15,2023-07-15,[],,,0
3798,43582.0,2023-07-15,2023-07-15,[],,,0
3799,43590.0,2023-07-15,2023-07-15,[],,,0
3800,43597.0,2023-08-29,2023-08-29,[],,,0
3801,43598.0,2023-07-15,2023-07-15,[],,,0
3802,43600.0,2023-07-15,2023-07-15,[],,,0
3803,43617.0,2023-12-14,2023-12-14,[],,,0
3804,43627.0,2023-07-15,2023-07-15,[],,,0
3805,43633.0,2023-07-16,2023-07-16,[],,,0
3806,43637.0,2023-07-15,2023-07-15,[],,,0
3807,43648.0,2023-07-16,2023-07-16,[],,,0
3808,43654.0,2023-07-16,2023-07-16,[],,,0
3809,43662.0,2023-07-16,2023-07-16,[],,,0
3810,43667.0,2023-07-16,2023-07-16,[],,,0
3811,43671.0,2023-07-16,2023-07-16,[],,,0
3812,43685.0,2023-07-16,2023-07-16,[],,,0
3813,43690.0,2023-07-16,2023-07-16,[],,,0
3814,43704.0,2023-07-16,2023-07-16,[],,,0
3815,43725.0,2023-07-16,2023-07-16,[],,,0
3816,43737.0,2023-12-12,2023-12-12,[],,,0
3817,43747.0,2023-07-16,2023-07-16,[],,,0
3818,43753.0,2024-08-25,2024-08-25,[],,,0
3819,43763.0,2023-07-16,2024-05-12,"[280, 21]",150.5,129.5,2
3820,43770.0,2023-07-16,2023-07-16,[],,,0
3821,43776.0,2023-07-16,2023-07-16,[],,,0
3822,43781.0,2023-07-16,2023-07-16,[],,,0
3823,43787.0,2023-09-13,2023-09-13,[],,,0
3824,43800.0,2023-07-16,2023-07-16,[],,,0
3825,43809.0,2023-07-17,2023-07-17,[],,,0
3826,43820.0,2023-07-17,2023-07-17,[],,,0
3827,43832.0,2023-07-17,2023-07-20,"[1, 2]",1.5,0.5,2
3828,43834.0,2023-07-17,2023-07-17,[],,,0
3829,43836.0,2023-07-17,2023-07-17,[],,,0
3830,43839.0,2023-12-28,2023-12-29,[1],1.0,0.0,1
3831,43842.0,2023-07-17,2023-07-17,[],,,0
3832,43851.0,2023-07-17,2023-07-17,[],,,0
3833,43854.0,2023-07-17,2023-07-17,[],,,0
3834,43858.0,2023-07-17,2023-07-17,[],,,0
3835,43864.0,2024-07-03,2024-07-03,[],,,0
3836,43872.0,2023-07-17,2023-07-17,[],,,0
3837,43883.0,2023-07-25,2023-07-25,[],,,0
3838,43891.0,2023-07-17,2023-07-17,[],,,0
3839,43893.0,2023-07-17,2023-07-17,[],,,0
3840,43910.0,2023-07-17,2023-07-17,[],,,0
3841,43914.0,2023-07-17,2023-07-17,[],,,0
3842,43932.0,2023-07-17,2023-07-17,[],,,0
3843,43935.0,2023-07-17,2023-07-17,[],,,0
3844,43940.0,2023-07-17,2023-07-17,[],,,0
3845,43943.0,2023-07-18,2023-07-18,[],,,0
3846,43944.0,2023-07-18,2023-07-18,[],,,0
3847,43951.0,2023-07-18,2023-07-18,[],,,0
3848,43958.0,2023-07-21,2023-07-21,[],,,0
3849,43959.0,2023-07-18,2023-07-18,[],,,0
3850,43960.0,2023-07-18,2023-07-18,[],,,0
3851,43964.0,2023-07-18,2023-07-18,[],,,0
3852,43989.0,2023-07-18,2023-07-18,[],,,0
3853,43997.0,2023-07-18,2023-07-18,[],,,0
3854,44012.0,2024-01-03,2024-01-11,[8],8.0,0.0,1
3855,44069.0,2023-07-18,2023-07-18,[],,,0
3856,44076.0,2024-05-15,2024-06-11,[27],27.0,0.0,1
3857,44082.0,2023-07-23,2023-07-23,[],,,0
3858,44130.0,2023-07-19,2023-07-19,[],,,0
3859,44138.0,2023-07-19,2023-07-19,[],,,0
3860,44143.0,2023-07-19,2023-07-19,[],,,0
3861,44147.0,2023-07-20,2023-07-20,[],,,0
3862,44148.0,2023-07-20,2023-07-20,[],,,0
3863,44159.0,2023-07-19,2023-07-19,[],,,0
3864,44164.0,2023-07-19,2023-07-19,[],,,0
3865,44170.0,2023-07-26,2023-07-26,[],,,0
3866,44180.0,2023-07-19,2023-07-19,[],,,0
3867,44189.0,2023-07-19,2023-07-19,[],,,0
3868,44203.0,2023-07-20,2023-07-20,[],,,0
3869,44205.0,2023-07-20,2023-07-20,[],,,0
3870,44208.0,2023-07-20,2023-07-20,[],,,0
3871,44209.0,2023-07-20,2023-07-20,[],,,0
3872,44212.0,2023-07-20,2023-07-20,[],,,0
3873,44214.0,2023-07-20,2023-07-20,[],,,0
3874,44222.0,2023-07-20,2023-07-20,[],,,0
3875,44225.0,2023-07-20,2023-07-20,[],,,0
3876,44230.0,2023-07-20,2023-07-20,[],,,0
3877,44231.0,2023-07-20,2023-07-20,[],,,0
3878,44234.0,2023-07-21,2023-07-21,[],,,0
3879,44235.0,2023-07-20,2023-07-20,[],,,0
3880,44236.0,2023-11-06,2023-11-06,[],,,0
3881,44243.0,2023-07-20,2023-07-20,[],,,0
3882,44247.0,2023-07-20,2023-07-20,[],,,0
3883,44254.0,2023-07-20,2023-07-20,[],,,0
3884,44263.0,2023-07-20,2023-07-20,[],,,0
3885,44264.0,2023-07-20,2023-07-20,[],,,0
3886,44269.0,2023-07-22,2023-07-22,[],,,0
3887,44275.0,2023-07-20,2023-07-20,[],,,0
3888,44280.0,2023-07-20,2023-07-20,[],,,0
3889,44282.0,2023-07-20,2023-07-20,[],,,0
3890,44283.0,2023-07-20,2023-07-20,[],,,0
3891,44285.0,2023-07-20,2023-07-20,[],,,0
3892,44286.0,2023-07-20,2023-07-20,[],,,0
3893,44288.0,2023-07-20,2024-01-31,"[30, 16, 10, 12, 2, 30, 8, 22, 11, 54]",19.5,14.444722219551334,10
3894,44289.0,2023-07-20,2023-07-20,[],,,0
3895,44311.0,2023-07-27,2023-07-27,[],,,0
3896,44312.0,2023-07-21,2023-07-21,[],,,0
3897,44314.0,2023-07-25,2023-07-25,[],,,0
3898,44328.0,2023-07-30,2023-07-30,[],,,0
3899,44337.0,2023-07-23,2023-07-23,[],,,0
3900,44340.0,2023-08-11,2023-08-11,[],,,0
3901,44373.0,2023-07-27,2023-07-27,[],,,0
3902,44379.0,2023-07-25,2023-07-25,[],,,0
3903,44386.0,2023-07-22,2023-07-22,[],,,0
3904,44396.0,2023-08-03,2023-08-03,[],,,0
3905,44408.0,2023-09-09,2023-10-12,[33],33.0,0.0,1
3906,44409.0,2023-07-25,2023-07-25,[],,,0
3907,44435.0,2023-07-22,2023-07-22,[],,,0
3908,44454.0,2023-07-23,2023-07-23,[],,,0
3909,44467.0,2023-07-26,2023-07-26,[],,,0
3910,44469.0,2023-07-23,2023-07-23,[],,,0
3911,44510.0,2023-07-25,2023-07-25,[],,,0
3912,44551.0,2023-07-24,2023-07-24,[],,,0
3913,44576.0,2023-08-08,2024-01-23,"[2, 7, 15, 20, 1, 3, 8, 24, 18, 3, 5, 9, 17, 16, 2, 18]",10.5,7.399324293474371,16
3914,44600.0,2023-07-24,2023-07-24,[],,,0
3915,44601.0,2023-08-10,2023-08-10,[],,,0
3916,44630.0,2023-07-24,2023-07-24,[],,,0
3917,44632.0,2023-07-27,2023-07-27,[],,,0
3918,44655.0,2023-07-30,2023-07-30,[],,,0
3919,44657.0,2023-07-25,2023-07-25,[],,,0
3920,44667.0,2023-07-25,2023-07-25,[],,,0
3921,44687.0,2023-07-25,2023-07-25,[],,,0
3922,44695.0,2023-07-25,2023-07-25,[],,,0
3923,44700.0,2023-07-25,2023-07-25,[],,,0
3924,44707.0,2023-09-18,2023-11-10,"[21, 32]",26.5,5.5,2
3925,44716.0,2024-05-13,2024-10-10,[150],150.0,0.0,1
3926,44721.0,2023-07-25,2023-07-25,[],,,0
3927,44731.0,2023-07-25,2023-07-25,[],,,0
3928,44734.0,2023-07-27,2023-07-27,[],,,0
3929,44736.0,2023-07-28,2023-07-28,[],,,0
3930,44767.0,2023-07-26,2023-07-26,[],,,0
3931,44782.0,2023-07-26,2023-07-26,[],,,0
3932,44783.0,2023-07-26,2023-07-26,[],,,0
3933,44814.0,2023-07-31,2023-07-31,[],,,0
3934,44825.0,2023-07-27,2023-07-27,[],,,0
3935,44829.0,2023-07-26,2023-07-26,[],,,0
3936,44831.0,2023-08-16,2023-10-06,"[7, 13, 3, 6, 22]",10.2,6.734983296193095,5
3937,44837.0,2023-07-26,2023-07-26,[],,,0
3938,44845.0,2023-07-29,2023-07-29,[],,,0
3939,44849.0,2023-07-27,2023-07-27,[],,,0
3940,44850.0,2023-07-27,2023-07-27,[],,,0
3941,44862.0,2023-07-27,2023-07-27,[],,,0
3942,44863.0,2023-07-27,2023-07-27,[],,,0
3943,44893.0,2023-07-27,2023-07-27,[],,,0
3944,44895.0,2023-12-03,2023-12-03,[],,,0
3945,44898.0,2023-07-27,2023-07-27,[],,,0
3946,44916.0,2023-07-27,2023-07-27,[],,,0
3947,44917.0,2023-07-27,2023-07-27,[],,,0
3948,44921.0,2023-07-27,2023-07-27,[],,,0
3949,44922.0,2023-07-27,2023-07-27,[],,,0
3950,44924.0,2023-07-28,2023-07-28,[],,,0
3951,44925.0,2023-07-27,2023-07-27,[],,,0
3952,44940.0,2023-07-28,2023-07-28,[],,,0
3953,44951.0,2023-07-28,2023-07-28,[],,,0
3954,44953.0,2023-07-28,2023-07-28,[],,,0
3955,44958.0,2023-08-23,2023-10-25,"[1, 12, 3, 14, 13, 7, 4, 9]",7.875,4.594493987372276,8
3956,44968.0,2023-07-28,2023-07-28,[],,,0
3957,44977.0,2023-07-30,2023-07-30,[],,,0
3958,44982.0,2023-07-28,2023-07-28,[],,,0
3959,44998.0,2023-07-28,2024-06-08,[316],316.0,0.0,1
3960,45045.0,2023-07-29,2023-07-29,[],,,0
3961,45046.0,2023-07-29,2023-07-29,[],,,0
3962,45067.0,2023-07-29,2023-07-29,[],,,0
3963,45068.0,2023-07-29,2023-07-29,[],,,0
3964,45069.0,2023-07-29,2023-07-29,[],,,0
3965,45086.0,2023-07-30,2023-07-30,[],,,0
