,usuario,Finicio,Ffinal,diferencia_entre_fechas,frecuencia_compra,desviacion_estandar,cantidad_elementos
3055,35126.0,2024-08-23,2024-09-05,[13],13.0,0.0,1
3056,35130.0,2023-05-16,2023-05-16,[],,,0
3057,35140.0,2023-05-17,2023-05-17,[],,,0
3058,35146.0,2023-06-06,2023-06-06,[],,,0
3059,35166.0,2023-05-17,2023-05-17,[],,,0
3060,35168.0,2023-06-22,2023-06-22,[],,,0
3061,35171.0,2023-05-17,2023-06-27,[41],41.0,0.0,1
3062,35177.0,2023-06-06,2023-06-06,[],,,0
3063,35180.0,2023-05-17,2023-05-17,[],,,0
3064,35181.0,2023-06-01,2023-06-01,[],,,0
3065,35189.0,2023-05-18,2023-05-18,[],,,0
3066,35192.0,2023-05-19,2023-05-19,[],,,0
3067,35195.0,2023-05-18,2023-07-12,"[12, 43]",27.5,15.5,2
3068,35198.0,2024-10-14,2024-10-14,[],,,0
3069,35206.0,2023-05-18,2023-05-18,[],,,0
3070,35210.0,2023-05-18,2023-05-18,[],,,0
3071,35215.0,2023-12-13,2023-12-13,[],,,0
3072,35216.0,2023-05-18,2023-05-18,[],,,0
3073,35218.0,2023-05-18,2023-05-18,[],,,0
3074,35219.0,2023-05-18,2023-05-18,[],,,0
3075,35223.0,2023-05-18,2023-05-18,[],,,0
3076,35226.0,2023-05-18,2023-05-18,[],,,0
3077,35230.0,2023-05-19,2023-05-19,[],,,0
3078,35235.0,2023-05-19,2023-05-19,[],,,0
3079,35249.0,2023-05-19,2023-05-19,[],,,0
3080,35250.0,2023-06-08,2023-06-08,[],,,0
3081,35251.0,2023-05-24,2023-05-24,[],,,0
3082,35260.0,2023-05-19,2023-05-19,[],,,0
3083,35261.0,2023-05-19,2023-05-19,[],,,0
3084,35262.0,2023-05-19,2023-05-19,[],,,0
3085,35273.0,2023-05-20,2023-05-20,[],,,0
3086,35274.0,2023-05-19,2023-05-19,[],,,0
3087,35276.0,2023-05-19,2023-05-19,[],,,0
3088,35279.0,2023-05-20,2023-05-20,[],,,0
3089,35297.0,2023-05-20,2023-05-20,[],,,0
3090,35299.0,2023-05-23,2023-05-23,[],,,0
3091,35325.0,2023-05-31,2024-01-29,"[42, 1, 7, 8, 57, 36, 52, 40]",30.375,20.45077932500373,8
3092,35327.0,2023-06-04,2023-06-04,[],,,0
3093,35328.0,2023-05-31,2023-05-31,[],,,0
3094,35333.0,2023-05-23,2023-05-23,[],,,0
3095,35334.0,2023-05-22,2023-05-22,[],,,0
3096,35336.0,2023-05-22,2023-05-22,[],,,0
3097,35343.0,2023-05-23,2023-05-23,[],,,0
3098,35344.0,2023-05-22,2024-01-08,"[39, 192]",115.5,76.5,2
3099,35347.0,2023-08-03,2023-08-03,[],,,0
3100,35357.0,2023-05-23,2023-05-23,[],,,0
3101,35367.0,2023-05-23,2023-06-02,[10],10.0,0.0,1
3102,35369.0,2023-05-23,2023-05-23,[],,,0
3103,35373.0,2023-05-26,2023-05-26,[],,,0
3104,35378.0,2023-05-30,2023-05-30,[],,,0
3105,35379.0,2023-06-28,2023-06-28,[],,,0
3106,35393.0,2023-05-24,2023-05-24,[],,,0
3107,35414.0,2023-05-25,2023-08-24,"[33, 58]",45.5,12.5,2
3108,35421.0,2023-05-25,2023-05-25,[],,,0
3109,35424.0,2023-05-25,2023-05-25,[],,,0
3110,35438.0,2023-09-20,2023-11-22,[63],63.0,0.0,1
3111,35439.0,2023-05-25,2023-05-25,[],,,0
3112,35457.0,2023-05-25,2023-05-25,[],,,0
3113,35462.0,2024-04-12,2024-04-12,[],,,0
3114,35479.0,2023-05-28,2023-05-28,[],,,0
3115,35490.0,2023-05-30,2024-09-02,[461],461.0,0.0,1
3116,35495.0,2023-05-25,2023-05-25,[],,,0
3117,35506.0,2023-05-25,2023-05-25,[],,,0
3118,35518.0,2023-05-31,2023-05-31,[],,,0
3119,35527.0,2023-05-30,2023-05-30,[],,,0
3120,35532.0,2023-05-25,2023-05-25,[],,,0
3121,35538.0,2023-05-29,2023-10-04,"[18, 110]",64.0,46.0,2
3122,35553.0,2023-05-25,2023-08-26,"[24, 69]",46.5,22.5,2
3123,35563.0,2023-05-25,2023-05-25,[],,,0
3124,35568.0,2023-05-25,2023-05-25,[],,,0
3125,35569.0,2023-05-25,2023-05-25,[],,,0
3126,35575.0,2023-05-25,2023-05-25,[],,,0
3127,35579.0,2023-05-25,2023-05-25,[],,,0
3128,35589.0,2023-05-25,2023-05-25,[],,,0
3129,35593.0,2023-05-26,2023-05-26,[],,,0
3130,35602.0,2023-05-29,2023-05-29,[],,,0
3131,35611.0,2023-05-25,2023-05-25,[],,,0
3132,35615.0,2023-05-25,2023-05-25,[],,,0
3133,35626.0,2023-05-29,2023-05-29,[],,,0
3134,35630.0,2023-06-08,2023-06-08,[],,,0
3135,35642.0,2023-05-25,2023-05-25,[],,,0
3136,35663.0,2023-05-25,2023-05-25,[],,,0
3137,35669.0,2023-05-25,2023-05-25,[],,,0
3138,35679.0,2024-02-03,2024-02-03,[],,,0
3139,35684.0,2024-02-05,2024-02-05,[],,,0
3140,35695.0,2024-03-18,2024-03-18,[],,,0
3141,35705.0,2023-05-29,2023-05-29,[],,,0
3142,35708.0,2023-12-14,2023-12-14,[],,,0
3143,35712.0,2023-05-25,2023-05-25,[],,,0
3144,35735.0,2023-05-29,2023-05-29,[],,,0
3145,35739.0,2023-05-25,2023-05-25,[],,,0
3146,35768.0,2023-05-25,2023-05-25,[],,,0
3147,35772.0,2023-05-25,2023-05-25,[],,,0
3148,35793.0,2023-06-04,2023-06-04,[],,,0
3149,35828.0,2023-05-25,2023-05-25,[],,,0
3150,35840.0,2023-06-02,2023-06-02,[],,,0
3151,35841.0,2023-06-30,2024-01-06,"[60, 112, 18]",63.333333333333336,38.44765561412324,3
3152,35848.0,2023-05-26,2023-05-26,[],,,0
3153,35849.0,2023-05-30,2023-05-30,[],,,0
3154,35931.0,2023-06-02,2023-06-02,[],,,0
3155,35952.0,2023-05-31,2023-06-11,[11],11.0,0.0,1
3156,35954.0,2023-05-26,2023-06-12,"[13, 4]",8.5,4.5,2
3157,35971.0,2023-05-26,2023-05-26,[],,,0
3158,35976.0,2023-05-30,2023-05-31,[1],1.0,0.0,1
3159,36024.0,2023-05-31,2023-05-31,[],,,0
3160,36046.0,2023-05-30,2023-10-23,"[11, 135]",73.0,62.0,2
3161,36079.0,2023-07-13,2023-07-13,[],,,0
3162,36093.0,2023-05-26,2023-05-26,[],,,0
3163,36117.0,2023-06-12,2023-08-11,"[30, 28, 2]",20.0,12.754084313139327,3
3164,36118.0,2023-05-29,2023-05-29,[],,,0
3165,36121.0,2024-10-20,2024-10-20,[],,,0
3166,36134.0,2023-05-29,2023-05-29,[],,,0
3167,36135.0,2023-05-30,2023-05-30,[],,,0
3168,36142.0,2023-05-28,2023-05-28,[],,,0
3169,36147.0,2023-06-21,2023-06-21,[],,,0
3170,36157.0,2023-05-29,2023-06-04,[6],6.0,0.0,1
3171,36159.0,2024-07-14,2024-07-14,[],,,0
3172,36161.0,2023-06-04,2023-06-04,[],,,0
3173,36171.0,2023-05-29,2023-05-29,[],,,0
3174,36275.0,2023-06-09,2023-06-09,[],,,0
3175,36283.0,2023-05-30,2023-05-30,[],,,0
3176,36306.0,2023-06-05,2023-06-05,[],,,0
3177,36311.0,2023-05-30,2023-06-19,[20],20.0,0.0,1
3178,36383.0,2024-10-17,2024-10-17,[],,,0
3179,36410.0,2023-08-17,2023-08-17,[],,,0
3180,36419.0,2023-05-29,2023-05-29,[],,,0
3181,36447.0,2023-05-29,2023-05-29,[],,,0
3182,36473.0,2024-09-17,2024-09-17,[],,,0
3183,36504.0,2023-06-01,2023-06-01,[],,,0
3184,36530.0,2023-06-01,2023-06-01,[],,,0
3185,36532.0,2023-05-30,2023-05-30,[],,,0
3186,36550.0,2023-05-30,2023-06-02,[3],3.0,0.0,1
3187,36572.0,2023-06-11,2023-06-11,[],,,0
3188,36573.0,2023-06-04,2023-06-04,[],,,0
3189,36588.0,2023-05-30,2023-05-30,[],,,0
3190,36606.0,2023-05-30,2023-05-30,[],,,0
3191,36690.0,2023-11-28,2023-11-28,[],,,0
3192,36714.0,2023-05-30,2023-05-30,[],,,0
3193,36744.0,2023-06-15,2023-11-27,"[3, 5, 1, 10, 88, 14, 44]",23.571428571428573,29.572463749997194,7
3194,36779.0,2023-06-06,2023-06-06,[],,,0
3195,36823.0,2023-10-24,2023-10-24,[],,,0
3196,36829.0,2023-06-01,2023-06-01,[],,,0
3197,36914.0,2023-08-21,2023-08-21,[],,,0
3198,36944.0,2023-06-14,2023-06-14,[],,,0
3199,36983.0,2024-09-12,2024-09-12,[],,,0
3200,36999.0,2023-06-29,2023-06-29,[],,,0
3201,37028.0,2023-06-01,2023-06-01,[],,,0
3202,37049.0,2023-05-31,2023-07-31,[61],61.0,0.0,1
3203,37090.0,2023-05-30,2023-05-30,[],,,0
3204,37107.0,2023-08-23,2023-11-01,"[36, 34]",35.0,1.0,2
3205,37130.0,2023-05-30,2023-05-30,[],,,0
3206,37150.0,2023-05-30,2023-05-30,[],,,0
3207,37206.0,2023-05-31,2023-05-31,[],,,0
3208,37301.0,2023-05-31,2023-06-01,[1],1.0,0.0,1
3209,37333.0,2023-07-07,2023-07-07,[],,,0
3210,37362.0,2023-05-30,2023-05-30,[],,,0
3211,37366.0,2023-05-30,2023-05-30,[],,,0
3212,37439.0,2023-05-30,2023-05-30,[],,,0
3213,37451.0,2023-05-30,2024-03-03,"[23, 20, 7, 165, 31, 32]",46.333333333333336,53.70805857183403,6
3214,37523.0,2023-06-07,2023-06-07,[],,,0
3215,37557.0,2023-05-30,2023-05-30,[],,,0
3216,37562.0,2024-07-31,2024-07-31,[],,,0
3217,37564.0,2023-07-14,2023-08-09,[26],26.0,0.0,1
3218,37577.0,2023-05-30,2023-05-30,[],,,0
3219,37598.0,2023-07-05,2023-08-25,"[8, 33, 10]",17.0,11.343133018115703,3
3220,37613.0,2023-06-05,2023-11-21,"[8, 36, 34, 1, 90]",33.8,31.32028096936552,5
3221,37625.0,2023-06-02,2023-06-02,[],,,0
3222,37648.0,2023-12-05,2023-12-05,[],,,0
3223,37728.0,2023-07-03,2023-07-04,[1],1.0,0.0,1
3224,37734.0,2023-05-31,2023-05-31,[],,,0
3225,37742.0,2023-05-30,2023-05-30,[],,,0
3226,37763.0,2023-06-26,2023-11-27,"[137, 17]",77.0,60.0,2
3227,37806.0,2023-08-20,2023-08-20,[],,,0
3228,37830.0,2023-05-30,2023-05-30,[],,,0
3229,37845.0,2024-01-13,2024-01-13,[],,,0
3230,37914.0,2023-06-01,2023-06-01,[],,,0
3231,37917.0,2023-05-30,2023-05-30,[],,,0
3232,37937.0,2024-08-13,2024-08-13,[],,,0
3233,37950.0,2023-06-09,2023-06-09,[],,,0
3234,37954.0,2023-05-31,2023-05-31,[],,,0
3235,37955.0,2023-11-28,2023-11-28,[],,,0
3236,37962.0,2023-06-15,2023-06-15,[],,,0
3237,38004.0,2023-07-05,2023-07-05,[],,,0
3238,38005.0,2023-06-27,2023-07-12,[15],15.0,0.0,1
3239,38030.0,2024-06-26,2024-06-26,[],,,0
3240,38040.0,2023-05-31,2023-05-31,[],,,0
3241,38053.0,2023-06-26,2023-06-26,[],,,0
3242,38066.0,2023-05-31,2023-05-31,[],,,0
3243,38071.0,2023-06-01,2023-06-01,[],,,0
3244,38073.0,2023-05-31,2023-05-31,[],,,0
3245,38081.0,2023-06-24,2023-06-24,[],,,0
3246,38088.0,2023-06-01,2023-06-01,[],,,0
3247,38091.0,2023-12-20,2023-12-20,[],,,0
3248,38105.0,2023-05-31,2023-05-31,[],,,0
3249,38114.0,2023-06-01,2023-06-01,[],,,0
3250,38117.0,2023-06-05,2023-06-05,[],,,0
3251,38125.0,2023-06-07,2023-06-07,[],,,0
3252,38126.0,2023-06-01,2023-06-01,[],,,0
3253,38133.0,2023-05-31,2023-05-31,[],,,0
3254,38139.0,2023-05-31,2023-05-31,[],,,0
3255,38140.0,2024-03-12,2024-04-14,[33],33.0,0.0,1
3256,38142.0,2023-05-31,2023-05-31,[],,,0
3257,38154.0,2023-06-02,2023-06-02,[],,,0
3258,38159.0,2023-10-10,2023-10-10,[],,,0
3259,38161.0,2023-05-31,2023-06-06,[6],6.0,0.0,1
3260,38169.0,2023-05-31,2023-05-31,[],,,0
3261,38188.0,2023-07-16,2023-07-16,[],,,0
3262,38194.0,2023-06-02,2023-06-02,[],,,0
3263,38199.0,2023-07-14,2023-07-14,[],,,0
3264,38212.0,2023-05-31,2023-05-31,[],,,0
3265,38214.0,2023-05-31,2023-05-31,[],,,0
3266,38229.0,2023-05-31,2023-05-31,[],,,0
3267,38241.0,2023-06-01,2023-06-01,[],,,0
3268,38248.0,2023-05-31,2023-05-31,[],,,0
3269,38256.0,2023-12-08,2023-12-08,[],,,0
3270,38271.0,2023-05-31,2023-06-21,[21],21.0,0.0,1
3271,38283.0,2023-05-31,2023-05-31,[],,,0
3272,38284.0,2023-06-01,2023-06-01,[],,,0
3273,38287.0,2023-06-01,2023-06-17,"[5, 11]",8.0,3.0,2
3274,38290.0,2023-06-30,2023-06-30,[],,,0
3275,38315.0,2023-06-01,2023-06-01,[],,,0
3276,38320.0,2023-06-01,2023-06-01,[],,,0
3277,38327.0,2023-06-01,2023-06-02,[1],1.0,0.0,1
3278,38340.0,2023-06-03,2023-06-03,[],,,0
3279,38349.0,2023-06-05,2023-06-05,[],,,0
3280,38369.0,2023-06-01,2023-06-01,[],,,0
3281,38370.0,2023-06-01,2023-06-01,[],,,0
3282,38371.0,2023-06-01,2023-06-01,[],,,0
3283,38373.0,2023-06-01,2023-06-01,[],,,0
3284,38375.0,2023-06-06,2023-06-06,[],,,0
3285,38385.0,2023-06-01,2023-06-01,[],,,0
3286,38409.0,2023-06-11,2023-06-20,[9],9.0,0.0,1
3287,38410.0,2023-07-20,2023-08-04,[15],15.0,0.0,1
3288,38415.0,2023-06-02,2023-06-02,[],,,0
3289,38431.0,2023-06-01,2023-06-01,[],,,0
3290,38432.0,2023-06-01,2023-06-01,[],,,0
3291,38448.0,2023-06-01,2023-06-01,[],,,0
3292,38450.0,2023-07-18,2023-07-18,[],,,0
3293,38456.0,2023-06-01,2023-06-01,[],,,0
3294,38494.0,2023-06-02,2023-06-02,[],,,0
3295,38499.0,2023-06-03,2023-06-03,[],,,0
3296,38507.0,2023-06-02,2023-06-02,[],,,0
3297,38511.0,2023-06-02,2023-06-02,[],,,0
3298,38512.0,2023-06-03,2023-06-03,[],,,0
3299,38524.0,2023-06-23,2023-06-23,[],,,0
3300,38530.0,2023-06-02,2023-06-02,[],,,0
3301,38557.0,2023-06-02,2023-06-02,[],,,0
3302,38565.0,2023-06-02,2023-06-02,[],,,0
3303,38595.0,2023-07-06,2023-07-06,[],,,0
3304,38605.0,2023-06-14,2023-06-14,[],,,0
3305,38609.0,2023-06-04,2023-06-04,[],,,0
3306,38623.0,2023-06-03,2023-06-03,[],,,0
3307,38638.0,2023-06-03,2023-06-03,[],,,0
3308,38641.0,2023-06-03,2023-06-07,"[1, 1, 2]",1.3333333333333333,0.4714045207910317,3
3309,38648.0,2023-06-03,2023-06-03,[],,,0
3310,38659.0,2023-06-03,2023-06-03,[],,,0
3311,38662.0,2023-06-03,2023-06-03,[],,,0
3312,38663.0,2023-08-16,2023-08-16,[],,,0
3313,38672.0,2023-06-04,2023-06-04,[],,,0
3314,38676.0,2023-06-03,2023-06-03,[],,,0
3315,38684.0,2023-06-27,2023-06-27,[],,,0
3316,38688.0,2023-07-07,2023-07-07,[],,,0
3317,38694.0,2023-06-03,2023-06-03,[],,,0
3318,38709.0,2023-06-04,2023-06-04,[],,,0
3319,38721.0,2023-06-04,2023-06-04,[],,,0
3320,38722.0,2023-06-04,2023-06-04,[],,,0
3321,38738.0,2024-10-08,2024-10-08,[],,,0
3322,38742.0,2023-07-02,2023-08-15,[44],44.0,0.0,1
3323,38771.0,2023-06-04,2023-06-04,[],,,0
3324,38773.0,2023-06-12,2023-06-12,[],,,0
3325,38779.0,2023-06-07,2023-08-11,"[1, 64]",32.5,31.5,2
3326,38783.0,2023-06-04,2023-06-04,[],,,0
3327,38790.0,2023-06-11,2023-06-11,[],,,0
3328,38791.0,2023-06-04,2023-06-04,[],,,0
3329,38796.0,2023-06-04,2023-06-04,[],,,0
3330,38797.0,2023-06-04,2023-06-04,[],,,0
3331,38808.0,2023-06-05,2023-06-05,[],,,0
3332,38812.0,2023-06-05,2023-06-05,[],,,0
3333,38824.0,2023-06-08,2023-06-08,[],,,0
3334,38826.0,2023-06-05,2023-06-05,[],,,0
3335,38829.0,2023-06-05,2023-06-05,[],,,0
3336,38834.0,2023-06-05,2023-06-05,[],,,0
3337,38835.0,2023-06-05,2023-06-05,[],,,0
3338,38837.0,2023-06-05,2023-06-05,[],,,0
3339,38843.0,2023-06-07,2023-06-07,[],,,0
3340,38844.0,2023-06-05,2023-06-05,[],,,0
3341,38855.0,2023-06-05,2023-06-05,[],,,0
3342,38856.0,2023-06-05,2023-06-05,[],,,0
3343,38867.0,2023-10-16,2024-06-17,[245],245.0,0.0,1
3344,38871.0,2023-09-16,2023-09-16,[],,,0
3345,38881.0,2023-06-06,2023-06-06,[],,,0
3346,38922.0,2023-06-14,2023-06-14,[],,,0
3347,38923.0,2023-07-11,2023-10-14,"[14, 27, 54]",31.666666666666668,16.659998666133067,3
3348,38925.0,2023-06-15,2024-01-19,"[27, 1, 40, 149, 1]",43.6,54.82189343683781,5
3349,38929.0,2023-06-06,2023-06-06,[],,,0
3350,38933.0,2023-06-15,2024-10-03,[476],476.0,0.0,1
3351,38939.0,2023-06-11,2024-01-16,"[1, 6, 10, 28, 2, 2, 10, 6, 39, 3, 33, 8, 5, 16, 3, 47]",13.6875,14.250959397528295,16
3352,38944.0,2024-06-06,2024-08-16,[71],71.0,0.0,1
3353,38994.0,2023-06-07,2023-06-07,[],,,0
3354,38999.0,2023-06-08,2023-06-08,[],,,0
3355,39011.0,2023-06-08,2023-06-08,[],,,0
3356,39024.0,2023-06-08,2023-06-08,[],,,0
3357,39042.0,2023-06-08,2023-06-08,[],,,0
3358,39043.0,2023-06-13,2023-06-13,[],,,0
3359,39058.0,2023-06-08,2023-08-27,"[1, 1, 2, 1, 15, 2, 10, 1, 4, 2, 3, 26, 1, 3, 2, 6]",5.0,6.576473218982953,16
3360,39069.0,2023-09-27,2023-09-27,[],,,0
3361,39072.0,2023-06-08,2023-06-08,[],,,0
3362,39074.0,2023-06-08,2023-06-08,[],,,0
3363,39081.0,2023-09-07,2023-09-07,[],,,0
3364,39082.0,2023-06-09,2023-06-09,[],,,0
3365,39083.0,2023-06-09,2023-06-09,[],,,0
3366,39085.0,2023-06-14,2023-06-14,[],,,0
3367,39097.0,2023-06-09,2023-06-09,[],,,0
3368,39103.0,2023-06-10,2023-06-10,[],,,0
3369,39104.0,2023-06-09,2023-06-09,[],,,0
3370,39120.0,2023-06-10,2023-06-23,"[1, 1, 2, 1, 3, 3, 2]",1.8571428571428572,0.8329931278350429,7
3371,39123.0,2023-06-10,2023-06-10,[],,,0
3372,39126.0,2023-07-24,2023-07-24,[],,,0
3373,39149.0,2023-11-21,2023-11-21,[],,,0
3374,39153.0,2023-06-13,2023-06-13,[],,,0
3375,39155.0,2023-07-13,2023-07-13,[],,,0
3376,39160.0,2023-06-11,2024-06-03,"[11, 264, 83]",119.33333333333333,106.43412151289748,3
3377,39166.0,2023-06-20,2024-05-30,[345],345.0,0.0,1
3378,39168.0,2023-06-14,2023-06-14,[],,,0
3379,39183.0,2023-06-11,2023-10-09,[120],120.0,0.0,1
3380,39190.0,2023-06-11,2023-06-11,[],,,0
3381,39194.0,2023-06-11,2023-11-05,[147],147.0,0.0,1
3382,39196.0,2023-06-12,2023-06-12,[],,,0
3383,39197.0,2023-07-11,2023-07-15,[4],4.0,0.0,1
3384,39198.0,2023-06-11,2023-06-11,[],,,0
3385,39204.0,2023-06-12,2024-05-26,[349],349.0,0.0,1
3386,39213.0,2023-10-16,2024-01-03,"[27, 12, 3, 2, 1, 1, 33]",11.285714285714286,12.452358189909088,7
3387,39214.0,2023-06-12,2023-10-10,[120],120.0,0.0,1
3388,39216.0,2023-06-12,2023-06-12,[],,,0
3389,39223.0,2023-06-12,2023-06-12,[],,,0
3390,39227.0,2023-06-12,2023-06-12,[],,,0
3391,39231.0,2023-06-27,2023-08-17,[51],51.0,0.0,1
3392,39235.0,2023-06-26,2023-08-10,"[2, 1, 7, 7, 3, 15, 10]",6.428571428571429,4.593695768803865,7
3393,39238.0,2023-06-12,2023-06-12,[],,,0
3394,39239.0,2023-06-12,2023-06-12,[],,,0
3395,39264.0,2023-06-28,2023-06-28,[],,,0
3396,39270.0,2023-06-13,2023-06-13,[],,,0
3397,39271.0,2023-06-15,2023-06-15,[],,,0
3398,39272.0,2023-06-21,2023-06-21,[],,,0
3399,39275.0,2023-06-30,2023-06-30,[],,,0
3400,39279.0,2023-06-22,2023-06-22,[],,,0
3401,39281.0,2023-06-13,2023-06-13,[],,,0
3402,39284.0,2023-06-13,2023-06-13,[],,,0
3403,39286.0,2023-06-21,2023-06-21,[],,,0
3404,39297.0,2023-06-14,2023-06-14,[],,,0
3405,39301.0,2023-06-14,2023-06-14,[],,,0
3406,39313.0,2024-05-28,2024-05-28,[],,,0
3407,39346.0,2023-07-05,2023-07-05,[],,,0
3408,39350.0,2023-06-13,2023-06-14,[1],1.0,0.0,1
3409,39351.0,2023-06-27,2023-06-27,[],,,0
3410,39365.0,2023-06-14,2023-06-14,[],,,0
3411,39388.0,2023-06-16,2023-06-16,[],,,0
3412,39396.0,2023-06-14,2023-06-14,[],,,0
3413,39401.0,2023-06-14,2023-06-14,[],,,0
3414,39411.0,2023-06-14,2023-06-14,[],,,0
3415,39413.0,2023-06-14,2023-06-14,[],,,0
3416,39414.0,2024-06-16,2024-06-16,[],,,0
3417,39415.0,2023-06-14,2023-06-14,[],,,0
3418,39420.0,2023-06-14,2023-06-14,[],,,0
3419,39423.0,2023-06-19,2023-06-19,[],,,0
3420,39432.0,2023-06-14,2023-06-14,[],,,0
3421,39440.0,2023-06-26,2023-06-26,[],,,0
3422,39449.0,2023-06-16,2023-06-16,[],,,0
3423,39457.0,2023-06-15,2023-06-15,[],,,0
3424,39474.0,2023-06-19,2023-06-21,[2],2.0,0.0,1
3425,39476.0,2023-06-15,2023-06-15,[],,,0
3426,39477.0,2023-06-20,2023-06-20,[],,,0
3427,39479.0,2023-06-15,2023-06-15,[],,,0
3428,39481.0,2023-06-15,2023-06-15,[],,,0
3429,39486.0,2023-08-25,2023-08-25,[],,,0
3430,39487.0,2023-06-15,2023-06-15,[],,,0
3431,39494.0,2023-06-15,2023-09-23,"[6, 19, 2, 14, 6, 11, 19, 23]",12.5,7.0178344238090995,8
3432,39507.0,2023-06-15,2023-06-15,[],,,0
3433,39509.0,2023-06-15,2023-06-15,[],,,0
3434,39512.0,2023-06-27,2023-06-27,[],,,0
3435,39524.0,2023-06-15,2023-06-15,[],,,0
3436,39566.0,2023-06-16,2023-06-16,[],,,0
3437,39607.0,2023-06-17,2023-06-17,[],,,0
3438,39608.0,2023-07-06,2023-07-13,[7],7.0,0.0,1
3439,39625.0,2023-11-17,2023-11-17,[],,,0
3440,39626.0,2023-06-17,2023-06-20,[3],3.0,0.0,1
3441,39649.0,2023-07-12,2023-07-12,[],,,0
3442,39680.0,2023-06-30,2023-06-30,[],,,0
3443,39682.0,2023-06-18,2023-06-18,[],,,0
3444,39683.0,2023-06-19,2023-06-19,[],,,0
3445,39691.0,2023-06-18,2023-06-18,[],,,0
3446,39701.0,2023-06-18,2023-06-18,[],,,0
3447,39721.0,2023-06-30,2023-07-06,[6],6.0,0.0,1
3448,39724.0,2023-06-18,2023-06-18,[],,,0
3449,39737.0,2023-06-22,2023-06-22,[],,,0
3450,39739.0,2023-06-19,2023-06-19,[],,,0
3451,39741.0,2023-06-19,2023-06-19,[],,,0
3452,39754.0,2023-12-12,2023-12-12,[],,,0
3453,39770.0,2023-06-19,2023-06-19,[],,,0
3454,39771.0,2023-06-19,2023-06-19,[],,,0
3455,39783.0,2023-06-20,2023-06-20,[],,,0
3456,39813.0,2023-06-20,2023-06-20,[],,,0
3457,39822.0,2023-06-20,2023-07-03,[13],13.0,0.0,1
3458,39833.0,2023-06-20,2023-06-20,[],,,0
3459,39838.0,2023-06-20,2023-06-20,[],,,0
3460,39843.0,2023-06-24,2023-06-28,[4],4.0,0.0,1
3461,39849.0,2023-07-20,2023-07-20,[],,,0
3462,39851.0,2024-03-13,2024-03-13,[],,,0
3463,39853.0,2023-06-20,2023-06-24,"[1, 3]",2.0,1.0,2
3464,39858.0,2023-06-20,2023-06-20,[],,,0
3465,39865.0,2023-06-20,2023-06-20,[],,,0
3466,39877.0,2023-07-04,2023-07-04,[],,,0
3467,39888.0,2023-06-20,2023-06-20,[],,,0
3468,40064.0,2023-06-27,2023-07-12,"[9, 6]",7.5,1.5,2
3469,40068.0,2023-06-21,2023-06-21,[],,,0
3470,40078.0,2023-06-21,2023-06-21,[],,,0
3471,40145.0,2024-06-22,2024-06-22,[],,,0
3472,40147.0,2023-06-22,2023-06-22,[],,,0
3473,40157.0,2023-06-22,2023-07-31,"[19, 10, 10]",13.0,4.242640687119285,3
3474,40164.0,2023-07-05,2023-07-05,[],,,0
3475,40174.0,2023-06-22,2023-06-22,[],,,0
3476,40207.0,2023-06-23,2023-06-23,[],,,0
3477,40216.0,2023-07-22,2023-07-22,[],,,0
3478,40219.0,2023-06-23,2023-06-23,[],,,0
3479,40244.0,2023-06-26,2023-06-26,[],,,0
3480,40253.0,2023-06-28,2023-06-28,[],,,0
3481,40260.0,2023-07-02,2023-07-02,[],,,0
3482,40265.0,2023-06-23,2023-06-23,[],,,0
3483,40273.0,2023-06-23,2023-06-23,[],,,0
3484,40290.0,2023-06-23,2023-06-23,[],,,0
3485,40333.0,2023-06-23,2023-06-23,[],,,0
3486,40334.0,2023-06-23,2023-06-23,[],,,0
3487,40362.0,2023-06-24,2023-06-24,[],,,0
3488,40377.0,2023-06-24,2023-06-24,[],,,0
3489,40380.0,2023-06-24,2023-06-24,[],,,0
3490,40389.0,2023-06-24,2023-06-24,[],,,0
3491,40394.0,2023-06-26,2023-06-26,[],,,0
3492,40406.0,2023-06-28,2023-06-28,[],,,0
3493,40417.0,2023-07-09,2024-01-28,"[12, 191]",101.5,89.5,2
3494,40448.0,2023-06-24,2023-06-24,[],,,0
3495,40457.0,2023-06-24,2023-06-24,[],,,0
3496,40461.0,2023-06-24,2023-06-24,[],,,0
3497,40478.0,2023-06-25,2023-06-26,[1],1.0,0.0,1
3498,40506.0,2023-06-24,2023-06-24,[],,,0
3499,40509.0,2023-11-21,2023-11-21,[],,,0
3500,40531.0,2023-06-26,2023-06-26,[],,,0
3501,40537.0,2023-06-24,2023-06-24,[],,,0
3502,40548.0,2023-06-28,2023-06-28,[],,,0
3503,40564.0,2023-06-25,2023-06-25,[],,,0
3504,40574.0,2023-06-25,2023-06-25,[],,,0
3505,40602.0,2023-06-25,2023-06-25,[],,,0
3506,40625.0,2023-06-25,2023-06-25,[],,,0
3507,40628.0,2023-07-20,2023-07-20,[],,,0
3508,40646.0,2023-06-26,2023-06-30,[4],4.0,0.0,1
3509,40684.0,2023-06-25,2023-06-25,[],,,0
3510,40720.0,2023-06-27,2023-06-27,[],,,0
3511,40738.0,2023-06-25,2023-06-25,[],,,0
3512,40754.0,2023-06-25,2023-06-25,[],,,0
3513,40768.0,2023-07-04,2023-07-04,[],,,0
3514,40773.0,2023-08-26,2023-08-26,[],,,0
3515,40805.0,2023-07-20,2023-07-20,[],,,0
